Class,Family,Genus,Species,BodyMass,Invader_NZ
Aves,Monarchidae,Mayrornis,lessoni,11.2,0
Aves,Monarchidae,Mayrornis,schistaceus,20.1,0
Aves,Monarchidae,Neolalage,banksiana,16.79,0
Aves,Monarchidae,Clytorhynchus,pachycephaloides,26.3,0
Aves,Monarchidae,Clytorhynchus,vitiensis,29.2,0
Aves,Monarchidae,Clytorhynchus,nigrogularis,55.72,0
Aves,Monarchidae,Clytorhynchus,hamlini,34.6,0
Aves,Monarchidae,Metabolus,rugensis,52,0
Aves,Monarchidae,Monarcha,axillaris,15.6,0
Aves,Monarchidae,Monarcha,rubiensis,43,0
Aves,Monarchidae,Monarcha,cinerascens,29.6,0
Aves,Monarchidae,Monarcha,frater,22,0
Aves,Monarchidae,Monarcha,melanopsis,22.7,0
Aves,Monarchidae,Monarcha,erythrostictus,26.27,0
Aves,Monarchidae,Monarcha,castaneiventris,27.31,0
Aves,Monarchidae,Monarcha,richardsii,26.27,0
Aves,Monarchidae,Monarcha,pileatus,14,0
Aves,Monarchidae,Monarcha,castus,26.27,0
Aves,Monarchidae,Monarcha,leucotis,11.4,0
Aves,Monarchidae,Monarcha,guttula,16.4,0
Aves,Monarchidae,Monarcha,mundus,26.27,0
Aves,Monarchidae,Monarcha,trivirgatus,12.7,0
Aves,Monarchidae,Monarcha,sacerdotum,37,0
Aves,Monarchidae,Monarcha,everetti,33,0
Aves,Monarchidae,Monarcha,loricatus,26.27,0
Aves,Monarchidae,Monarcha,boanensis,17.5,0
Aves,Monarchidae,Monarcha,leucurus,26.27,0
Aves,Monarchidae,Monarcha,julianae,26.27,0
Aves,Monarchidae,Monarcha,manadensis,22.5,0
Aves,Monarchidae,Monarcha,brehmii,41,0
Aves,Monarchidae,Monarcha,infelix,26.27,0
Aves,Monarchidae,Monarcha,menckei,26.27,0
Aves,Monarchidae,Monarcha,verticalis,21.7,0
Aves,Monarchidae,Monarcha,barbatus,21,0
Aves,Monarchidae,Monarcha,browni,26.27,0
Aves,Monarchidae,Monarcha,viduus,17.09,0
Aves,Monarchidae,Monarcha,godeffroyi,26.27,0
Aves,Monarchidae,Monarcha,takatsukasae,36,0
Aves,Monarchidae,Monarcha,chrysomela,15.6,0
Aves,Monarchidae,Arses,telescophthalmus,15.26,0
Aves,Monarchidae,Arses,insularis,19.3,0
Aves,Monarchidae,Arses,kaupi,13.5,0
Aves,Monarchidae,Myiagra,erythrops,17.89,0
Aves,Monarchidae,Myiagra,oceanica,17.89,0
Aves,Monarchidae,Myiagra,pluto,17.89,0
Aves,Monarchidae,Myiagra,atra,17.89,0
Aves,Monarchidae,Myiagra,galeata,11,0
Aves,Monarchidae,Myiagra,rubecula,12.05,0
Aves,Monarchidae,Myiagra,ferrocyanea,12.8,0
Aves,Monarchidae,Myiagra,cervinicauda,11.5,0
Aves,Monarchidae,Myiagra,caledonica,10.8,0
Aves,Monarchidae,Myiagra,vanikorensis,12.3,0
Aves,Monarchidae,Myiagra,albiventris,30.82,0
Aves,Monarchidae,Myiagra,azureocapilla,12.9,0
Aves,Monarchidae,Myiagra,ruficollis,10.1,0
Aves,Monarchidae,Myiagra,cyanoleuca,17.5,0
Aves,Monarchidae,Myiagra,inquieta,20.9,0
Aves,Monarchidae,Myiagra,alecto,23.58,0
Aves,Monarchidae,Myiagra,hebetior,20.2,0
Aves,Monarchidae,Lamprolia,victoriae,14.65,0
Aves,Machaerirhynchidae,Machaerirhynchus,flaviventer,10.32,0
Aves,Machaerirhynchidae,Machaerirhynchus,nigripectus,12,0
Aves,Monarchidae,Grallina,cyanoleuca,0,0
Aves,Monarchidae,Grallina,bruijni,0,0
Aves,Aegithinidae,Aegithina,tiphia,12,0
Aves,Aegithinidae,Aegithina,nigrolutea,11.83,0
Aves,Aegithinidae,Aegithina,viridissima,13.4,0
Aves,Aegithinidae,Aegithina,lafresnayei,11.96,0
Aves,Platysteiridae,Lanioturdus,torquatus,29,0
Aves,Malaconotidae,Nilaus,afer,19.06,0
Aves,Malaconotidae,Dryoscopus,gambensis,31.9,0
Aves,Malaconotidae,Dryoscopus,pringlii,19.7,0
Aves,Malaconotidae,Dryoscopus,cubla,26.23,0
Aves,Malaconotidae,Dryoscopus,senegalensis,29.3,0
Aves,Malaconotidae,Dryoscopus,angolensis,36,0
Aves,Malaconotidae,Dryoscopus,sabini,37.12,0
Aves,Malaconotidae,Tchagra,minutus,34.4,0
Aves,Malaconotidae,Tchagra,senegalus,53.5,0
Aves,Malaconotidae,Tchagra,australis,32.3,0
Aves,Malaconotidae,Tchagra,jamesi,27.4,0
Aves,Malaconotidae,Tchagra,tchagra,50.3,0
Aves,Malaconotidae,Laniarius,ruficeps,32.67,0
Aves,Malaconotidae,Laniarius,luehderi,42.9,0
Aves,Malaconotidae,Laniarius,turatii,45.87,0
Aves,Malaconotidae,Laniarius,aethiopicus,49.44,0
Aves,Malaconotidae,Laniarius,bicolor,54.26,0
Aves,Malaconotidae,Laniarius,ferrugineus,46.8,0
Aves,Malaconotidae,Laniarius,barbarus,47.1,0
Aves,Malaconotidae,Laniarius,erythrogaster,48.8,0
Aves,Malaconotidae,Laniarius,atrococcineus,48.8,0
Aves,Malaconotidae,Laniarius,mufumbiri,41.5,0
Aves,Malaconotidae,Laniarius,atroflavus,43,0
Aves,Malaconotidae,Laniarius,funebris,40.4,0
Aves,Malaconotidae,Laniarius,leucorhynchus,50.14,0
Aves,Malaconotidae,Laniarius,poensis,44.9,0
Aves,Malaconotidae,Laniarius,fuelleborni,46.4,0
Aves,Malaconotidae,Rhodophoneus,cruentus,53.3,0
Aves,Malaconotidae,Telophorus,zeylonus,65.02,0
Aves,Malaconotidae,Telophorus,bocagei,27,0
Aves,Malaconotidae,Telophorus,sulfureopectus,27.1,0
Aves,Malaconotidae,Telophorus,olivaceus,33.58,0
Aves,Malaconotidae,Telophorus,multicolor,50.9,0
Aves,Malaconotidae,Telophorus,nigrifrons,34.8,0
Aves,Malaconotidae,Telophorus,kupeensis,37.16,0
Aves,Malaconotidae,Telophorus,viridis,37.14,0
Aves,Malaconotidae,Telophorus,dohertyi,35.02,0
Aves,Malaconotidae,Malaconotus,cruentus,76.69,0
Aves,Malaconotidae,Malaconotus,lagdeni,92.3,0
Aves,Malaconotidae,Malaconotus,gladiator,98.99,0
Aves,Malaconotidae,Malaconotus,blanchoti,78.7,0
Aves,Malaconotidae,Malaconotus,monteiri,81.91,0
Aves,Malaconotidae,Malaconotus,alius,81.91,0
Aves,Malaconotidae,Prionops,plumatus,33.78,0
Aves,Malaconotidae,Prionops,poliolophus,49,0
Aves,Malaconotidae,Prionops,alberti,61.3,0
Aves,Malaconotidae,Prionops,caniceps,48.18,0
Aves,Malaconotidae,Prionops,retzii,50.11,0
Aves,Malaconotidae,Prionops,gabela,46.37,0
Aves,Malaconotidae,Prionops,scopifrons,29.4,0
Aves,Platysteiridae,Megabyas,flammulatus,27.96,0
Aves,Platysteiridae,Bias,musicus,21.9,0
Aves,Vangidae,Pseudobias,wardi,12.7,0
Aves,Platysteiridae,Batis,diops,12.7,0
Aves,Platysteiridae,Batis,margaritae,11.7,0
Aves,Platysteiridae,Batis,mixta,12.2,0
Aves,Platysteiridae,Batis,capensis,11.74,0
Aves,Platysteiridae,Batis,fratrum,11.94,0
Aves,Platysteiridae,Batis,molitor,11.64,0
Aves,Platysteiridae,Batis,soror,9.5,0
Aves,Platysteiridae,Batis,pririt,9.34,0
Aves,Platysteiridae,Batis,senegalensis,9.64,0
Aves,Platysteiridae,Batis,orientalis,11.1,0
Aves,Platysteiridae,Batis,minor,12.5,0
Aves,Platysteiridae,Batis,perkeo,6.94,0
Aves,Platysteiridae,Batis,minima,10,0
Aves,Platysteiridae,Batis,ituriensis,10.66,0
Aves,Platysteiridae,Batis,poensis,9.6,0
Aves,Platysteiridae,Batis,minulla,9.9,0
Aves,Platysteiridae,Platysteira,cyanea,14.6,0
Aves,Platysteiridae,Platysteira,peltata,13.7,0
Aves,Platysteiridae,Platysteira,albifrons,12.2,0
Aves,Platysteiridae,Platysteira,castanea,14.09,0
Aves,Platysteiridae,Platysteira,tonsa,11.5,0
Aves,Platysteiridae,Platysteira,blissetti,11,0
Aves,Platysteiridae,Platysteira,concreta,11.4,0
Aves,Muscicapidae,Philentoma,pyrhoptera,16.9,0
Aves,Muscicapidae,Philentoma,velata,26.1,0
Aves,Campephagidae,Tephrodornis,gularis,37.8,0
Aves,Campephagidae,Tephrodornis,pondicerianus,20.2,0
Aves,Vangidae,Calicalicus,madagascariensis,16.39,0
Aves,Vangidae,Schetba,rufa,37.3,0
Aves,Vangidae,Vanga,curvirostris,64.17,0
Aves,Vangidae,Xenopirostris,xenopirostris,59.5,0
Aves,Vangidae,Xenopirostris,damii,65,0
Aves,Vangidae,Xenopirostris,polleni,61.5,0
Aves,Vangidae,Falculea,palliata,111,0
Aves,Vangidae,Artamella,viridis,48.8,0
Aves,Vangidae,Leptopterus,chabert,19.6,0
Aves,Vangidae,Cyanolanius,madagascarinus,22.3,0
Aves,Vangidae,Oriolia,bernieri,52,0
Aves,Vangidae,Euryceros,prevostii,96.93,0
Aves,Vangidae,Tylas,eduardi,46.8,0
Aves,Vangidae,Hypositta,corallirostris,14.1,0
Aves,Callaeatidae,Callaeas,cinereus,225.37,0
Aves,Callaeatidae,Philesturnus,carunculatus,74.72,0
Aves,Turdidae,Chaetops,frenatus,54.99,0
Aves,Picathartidae,Picathartes,gymnocephalus,196,0
Aves,Picathartidae,Picathartes,oreas,220,0
Aves,Dulidae,Dulus,dominicus,48.4,0
Aves,Bombycillidae,Ptilogonys,cinereus,33.6,0
Aves,Bombycillidae,Ptilogonys,caudatus,36.19,0
Aves,Bombycillidae,Phainopepla,nitens,22.1,0
Aves,Bombycillidae,Phainoptila,melanoxantha,56,0
Aves,Bombycillidae,Bombycilla,garrulus,54.41,0
Aves,Bombycillidae,Bombycilla,japonica,42.3,0
Aves,Bombycillidae,Bombycilla,cedrorum,31.58,0
Aves,Cinclidae,Cinclus,cinclus,61.47,0
Aves,Cinclidae,Cinclus,pallasii,76,0
Aves,Cinclidae,Cinclus,mexicanus,56.68,0
Aves,Cinclidae,Cinclus,leucocephalus,44,0
Aves,Cinclidae,Cinclus,schulzi,37.6,0
Aves,Turdidae,Stizorhina,finschi,36.99,0
Aves,Turdidae,Stizorhina,fraseri,35.7,0
Aves,Turdidae,Neocossyphus,rufus,65.9,0
Aves,Turdidae,Neocossyphus,poensis,51.78,0
Aves,Muscicapidae,Monticola,sharpei,24.8,0
Aves,Muscicapidae,Monticola,imerinus,28.3,0
Aves,Muscicapidae,Monticola,rupestris,61.39,0
Aves,Muscicapidae,Monticola,explorator,44.43,0
Aves,Muscicapidae,Monticola,brevipes,33,0
Aves,Muscicapidae,Monticola,angolensis,44.4,0
Aves,Muscicapidae,Monticola,saxatilis,50.3,0
Aves,Muscicapidae,Monticola,rufocinereus,24,0
Aves,Muscicapidae,Monticola,cinclorhynchus,36,0
Aves,Muscicapidae,Monticola,gularis,34.6,0
Aves,Muscicapidae,Monticola,rufiventris,53.2,0
Aves,Muscicapidae,Monticola,solitarius,53.65,0
Aves,Turdidae,Myophonus,blighi,104.59,0
Aves,Turdidae,Myophonus,melanurus,66.56,0
Aves,Turdidae,Myophonus,glaucinus,89.65,0
Aves,Turdidae,Myophonus,robinsoni,99.2,0
Aves,Turdidae,Myophonus,horsfieldii,117,0
Aves,Turdidae,Myophonus,caeruleus,157.98,0
Aves,Turdidae,Myophonus,insularis,104.59,0
Aves,Turdidae,Geomalia,heinrichi,73.21,0
Aves,Turdidae,Zoothera,schistacea,81.91,0
Aves,Turdidae,Zoothera,dumasi,49.49,0
Aves,Turdidae,Zoothera,interpres,81.91,0
Aves,Turdidae,Zoothera,erythronota,56.32,0
Aves,Turdidae,Zoothera,dohertyi,81.91,0
Aves,Turdidae,Zoothera,wardii,58.6,0
Aves,Turdidae,Zoothera,cinerea,63,0
Aves,Turdidae,Zoothera,peronii,81.91,0
Aves,Turdidae,Zoothera,citrina,53.3,0
Aves,Turdidae,Zoothera,everetti,81.91,0
Aves,Turdidae,Zoothera,sibirica,75.5,0
Aves,Turdidae,Zoothera,naevia,77.5,0
Aves,Turdidae,Zoothera,pinicola,88,0
Aves,Turdidae,Zoothera,piaggiae,51.1,0
Aves,Turdidae,Zoothera,crossleyi,72,0
Aves,Turdidae,Zoothera,gurneyi,57.85,0
Aves,Turdidae,Zoothera,oberlaenderi,43.4,0
Aves,Turdidae,Zoothera,camaronensis,44,0
Aves,Turdidae,Zoothera,princei,65.4,0
Aves,Turdidae,Zoothera,guttata,57.5,0
Aves,Turdidae,Zoothera,spiloptera,70,0
Aves,Turdidae,Zoothera,andromedae,90.5,0
Aves,Turdidae,Zoothera,mollissima,98.19,0
Aves,Turdidae,Zoothera,dixoni,90,0
Aves,Turdidae,Zoothera,dauma,134.13,0
Aves,Turdidae,Zoothera,major,172,0
Aves,Turdidae,Zoothera,machiki,81.91,0
Aves,Turdidae,Zoothera,lunulata,130,0
Aves,Turdidae,Zoothera,heinei,82.8,0
Aves,Turdidae,Zoothera,talaseae,81.91,0
Aves,Turdidae,Zoothera,margaretae,65.26,0
Aves,Turdidae,Zoothera,monticola,126,0
Aves,Turdidae,Zoothera,marginata,81,0
Aves,Turdidae,Cataponera,turdoides,89.65,0
Aves,Turdidae,Nesocichla,eremita,90.99,0
Aves,Turdidae,Turdus,lherminieri,105,0
Aves,Turdidae,Sialia,sialis,27.5,0
Aves,Turdidae,Sialia,mexicana,26.44,0
Aves,Turdidae,Sialia,currucoides,29.6,0
Aves,Turdidae,Myadestes,lanaiensis,34.44,0
Aves,Turdidae,Myadestes,obscurus,50.44,0
Aves,Turdidae,Myadestes,palmeri,39.6,0
Aves,Turdidae,Myadestes,townsendi,33.2,0
Aves,Turdidae,Myadestes,occidentalis,36.4,0
Aves,Turdidae,Myadestes,elisabeth,30,0
Aves,Turdidae,Myadestes,genibarbis,29.2,0
Aves,Turdidae,Myadestes,melanops,32.1,0
Aves,Turdidae,Myadestes,coloratus,28.85,0
Aves,Turdidae,Myadestes,ralloides,29.1,0
Aves,Turdidae,Myadestes,unicolor,37.9,0
Aves,Turdidae,Cichlopsis,leucogenys,53.77,0
Aves,Turdidae,Entomodestes,leucotis,61.7,0
Aves,Turdidae,Entomodestes,coracinus,56,0
Aves,Turdidae,Catharus,gracilirostris,21,0
Aves,Turdidae,Catharus,aurantiirostris,29.8,0
Aves,Turdidae,Catharus,fuscater,33.7,0
Aves,Turdidae,Catharus,occidentalis,26.2,0
Aves,Turdidae,Catharus,frantzii,28.9,0
Aves,Turdidae,Catharus,mexicanus,33,0
Aves,Turdidae,Catharus,dryas,37.7,0
Aves,Turdidae,Catharus,fuscescens,31.9,0
Aves,Turdidae,Catharus,minimus,31.58,0
Aves,Turdidae,Catharus,bicknelli,27.79,0
Aves,Turdidae,Catharus,ustulatus,30.3,0
Aves,Turdidae,Catharus,guttatus,30.1,0
Aves,Turdidae,Hylocichla,mustelina,50.09,0
Aves,Turdidae,Turdus,flavipes,65.14,0
Aves,Turdidae,Turdus,leucops,62.4,0
Aves,Turdidae,Psophocichla,litsitsirupa,74,0
Aves,Turdidae,Turdus,pelios,65.4,0
Aves,Turdidae,Turdus,tephronotus,49.4,0
Aves,Turdidae,Turdus,libonyanus,60.6,0
Aves,Turdidae,Turdus,olivaceofuscus,86.99,0
Aves,Turdidae,Turdus,olivaceus,67.29,0
Aves,Turdidae,Turdus,ludoviciae,62,0
Aves,Turdidae,Turdus,helleri,68.68,0
Aves,Turdidae,Turdus,menachensis,75.41,0
Aves,Turdidae,Turdus,bewsheri,63.3,0
Aves,Turdidae,Turdus,hortulorum,66.7,0
Aves,Turdidae,Turdus,unicolor,64.19,0
Aves,Turdidae,Turdus,dissimilis,74.99,0
Aves,Turdidae,Turdus,cardis,58.9,0
Aves,Turdidae,Turdus,albocinctus,99.4,0
Aves,Turdidae,Turdus,torquatus,109,0
Aves,Turdidae,Turdus,boulboul,97.1,0
Aves,Turdidae,Turdus,merula,102.73,1
Aves,Turdidae,Turdus,poliocephalus,61.61,0
Aves,Turdidae,Turdus,rubrocanus,92.2,0
Aves,Turdidae,Turdus,kessleri,76.26,0
Aves,Turdidae,Turdus,feae,71,0
Aves,Turdidae,Turdus,obscurus,62.6,0
Aves,Turdidae,Turdus,pallidus,72.1,0
Aves,Turdidae,Turdus,chrysolaus,65.4,0
Aves,Turdidae,Turdus,celaenops,84.5,0
Aves,Turdidae,Turdus,ruficollis,80.55,0
Aves,Turdidae,Turdus,naumanni,73.18,0
Aves,Turdidae,Turdus,pilaris,106,0
Aves,Turdidae,Turdus,iliacus,61.2,0
Aves,Turdidae,Turdus,philomelos,67.74,1
Aves,Turdidae,Turdus,mupinensis,62.54,0
Aves,Turdidae,Turdus,viscivorus,117.37,0
Aves,Turdidae,Turdus,aurantius,81.9,0
Aves,Turdidae,Turdus,plumbeus,75.3,0
Aves,Turdidae,Turdus,chiguanco,93.29,0
Aves,Turdidae,Turdus,nigrescens,96,0
Aves,Turdidae,Turdus,fuscater,143,0
Aves,Turdidae,Turdus,infuscatus,72.4,0
Aves,Turdidae,Turdus,serranus,84.9,0
Aves,Turdidae,Turdus,nigriceps,52.7,0
Aves,Turdidae,Turdus,subalaris,49.5,0
Aves,Turdidae,Turdus,reevei,61,0
Aves,Turdidae,Turdus,olivater,86.63,0
Aves,Turdidae,Turdus,maranonicus,70,0
Aves,Turdidae,Turdus,fulviventris,70,0
Aves,Turdidae,Turdus,rufiventris,69.44,0
Aves,Turdidae,Turdus,falcklandii,93.89,0
Aves,Turdidae,Turdus,leucomelas,69.1,0
Aves,Turdidae,Turdus,amaurochalinus,57.9,0
Aves,Turdidae,Turdus,plebejus,86.33,0
Aves,Turdidae,Turdus,ignobilis,63.78,0
Aves,Turdidae,Turdus,lawrencii,72.59,0
Aves,Turdidae,Turdus,obsoletus,74.8,0
Aves,Turdidae,Turdus,fumigatus,75.7,0
Aves,Turdidae,Turdus,hauxwelli,69,0
Aves,Turdidae,Turdus,grayi,79.5,0
Aves,Turdidae,Turdus,nudigenis,63.89,0
Aves,Turdidae,Turdus,maculirostris,69.6,0
Aves,Turdidae,Turdus,haplochrous,83.99,0
Aves,Turdidae,Turdus,jamaicensis,59.1,0
Aves,Turdidae,Turdus,assimilis,70.2,0
Aves,Turdidae,Turdus,albicollis,54,0
Aves,Turdidae,Turdus,rufopalliatus,75.02,0
Aves,Turdidae,Turdus,swalesi,74.99,0
Aves,Turdidae,Turdus,migratorius,78.5,0
Aves,Turdidae,Turdus,rufitorques,72,0
Aves,Turdidae,Chlamydochaera,jefferyi,59.61,0
Aves,Turdidae,Brachypteryx,stellata,23,0
Aves,Turdidae,Brachypteryx,hyperythra,78,0
Aves,Muscicapidae,Myiomela,major,38.46,0
Aves,Turdidae,Brachypteryx,leucophrys,15.8,0
Aves,Turdidae,Brachypteryx,montana,17.68,0
Aves,Turdidae,Alethe,poliocephala,32.37,0
Aves,Turdidae,Alethe,poliophrys,35.2,0
Aves,Turdidae,Alethe,fuelleborni,52,0
Aves,Turdidae,Alethe,choloensis,41.3,0
Aves,Turdidae,Alethe,diademata,31.54,0
Aves,Muscicapidae,Empidornis,semipartitus,22.5,0
Aves,Muscicapidae,Bradornis,pallidus,23.6,0
Aves,Muscicapidae,Bradornis,infuscatus,32.4,0
Aves,Muscicapidae,Bradornis,mariquensis,25.18,0
Aves,Muscicapidae,Bradornis,microrhynchus,19.48,0
Aves,Muscicapidae,Dioptrornis,chocolatinus,23.4,0
Aves,Muscicapidae,Dioptrornis,brunneus,26.84,0
Aves,Muscicapidae,Melaenornis,edolioides,30.7,0
Aves,Muscicapidae,Melaenornis,pammelaina,30.2,0
Aves,Muscicapidae,Melaenornis,ardesiacus,29,0
Aves,Muscicapidae,Melaenornis,annamarulae,39.9,0
Aves,Muscicapidae,Fraseria,ocreata,35.5,0
Aves,Muscicapidae,Fraseria,cinerascens,23.1,0
Aves,Muscicapidae,Sigelus,silens,25.7,0
Aves,Muscicapidae,Rhinomyias,additus,22.49,0
Aves,Muscicapidae,Rhinomyias,oscillans,23.93,0
Aves,Muscicapidae,Rhinomyias,brunneatus,18.1,0
Aves,Muscicapidae,Rhinomyias,olivaceus,15.7,0
Aves,Muscicapidae,Rhinomyias,umbratilis,18.2,0
Aves,Muscicapidae,Rhinomyias,ruficauda,17.3,0
Aves,Muscicapidae,Rhinomyias,colonus,23.14,0
Aves,Muscicapidae,Rhinomyias,gularis,25.1,0
Aves,Muscicapidae,Rhinomyias,insignis,28.7,0
Aves,Muscicapidae,Rhinomyias,albigularis,35.66,0
Aves,Muscicapidae,Rhinomyias,goodfellowi,31.7,0
Aves,Muscicapidae,Muscicapa,striata,15.9,0
Aves,Muscicapidae,Muscicapa,gambagae,13,0
Aves,Muscicapidae,Muscicapa,griseisticta,15.9,0
Aves,Muscicapidae,Muscicapa,sibirica,13.2,0
Aves,Muscicapidae,Muscicapa,dauurica,9.8,0
Aves,Muscicapidae,Muscicapa,randi,20.12,0
Aves,Muscicapidae,Muscicapa,segregata,19.41,0
Aves,Muscicapidae,Muscicapa,ruficauda,13.3,0
Aves,Muscicapidae,Muscicapa,muttui,12,0
Aves,Muscicapidae,Muscicapa,ferruginea,12,0
Aves,Muscicapidae,Muscicapa,ussheri,17.84,0
Aves,Muscicapidae,Muscicapa,infuscata,17.7,0
Aves,Muscicapidae,Muscicapa,boehmi,21.22,0
Aves,Muscicapidae,Muscicapa,aquatica,11.5,0
Aves,Muscicapidae,Muscicapa,olivascens,15.41,0
Aves,Muscicapidae,Muscicapa,lendu,17.68,0
Aves,Muscicapidae,Muscicapa,adusta,10.4,0
Aves,Muscicapidae,Muscicapa,epulata,9.6,0
Aves,Muscicapidae,Muscicapa,sethsmithi,9.1,0
Aves,Muscicapidae,Muscicapa,comitata,14.1,0
Aves,Muscicapidae,Muscicapa,tessmanni,14.49,0
Aves,Muscicapidae,Muscicapa,cassini,17.3,0
Aves,Muscicapidae,Muscicapa,caerulescens,17.6,0
Aves,Muscicapidae,Myioparus,griseigularis,12.6,0
Aves,Muscicapidae,Myioparus,plumbeus,12.8,0
Aves,Muscicapidae,Humblotia,flavirostris,23.14,0
Aves,Muscicapidae,Ficedula,hypoleuca,13.79,0
Aves,Muscicapidae,Ficedula,albicollis,12.69,0
Aves,Muscicapidae,Ficedula,semitorquata,14.4,0
Aves,Muscicapidae,Ficedula,zanthopygia,12.11,0
Aves,Muscicapidae,Ficedula,narcissina,13.1,0
Aves,Muscicapidae,Ficedula,mugimaki,11.7,0
Aves,Muscicapidae,Ficedula,hodgsonii,10,0
Aves,Muscicapidae,Ficedula,strophiata,12.84,0
Aves,Muscicapidae,Ficedula,parva,10.8,0
Aves,Muscicapidae,Ficedula,subrubra,10.4,0
Aves,Muscicapidae,Ficedula,monileger,11,0
Aves,Muscicapidae,Ficedula,solitaris,17.68,0
Aves,Muscicapidae,Ficedula,hyperythra,8.2,0
Aves,Muscicapidae,Ficedula,dumetoria,9.4,0
Aves,Muscicapidae,Ficedula,rufigula,11.6,0
Aves,Muscicapidae,Ficedula,buruensis,16.43,0
Aves,Muscicapidae,Ficedula,basilanica,13.54,0
Aves,Muscicapidae,Ficedula,henrici,17.68,0
Aves,Muscicapidae,Ficedula,harterti,13.06,0
Aves,Muscicapidae,Ficedula,platenae,12.06,0
Aves,Muscicapidae,Ficedula,crypta,11.5,0
Aves,Muscicapidae,Ficedula,disposita,11.46,0
Aves,Muscicapidae,Ficedula,bonthaina,11.69,0
Aves,Muscicapidae,Ficedula,westermanni,7.8,0
Aves,Muscicapidae,Ficedula,superciliaris,8,0
Aves,Muscicapidae,Ficedula,tricolor,8.26,0
Aves,Muscicapidae,Ficedula,sapphira,7.8,0
Aves,Muscicapidae,Ficedula,nigrorufa,9.36,0
Aves,Muscicapidae,Ficedula,timorensis,9,0
Aves,Muscicapidae,Cyanoptila,cyanomelana,22.5,0
Aves,Muscicapidae,Eumyias,thalassinus,18.1,0
Aves,Muscicapidae,Eumyias,sordidus,25.14,0
Aves,Muscicapidae,Eumyias,panayensis,20,0
Aves,Muscicapidae,Eumyias,albicaudatus,16.4,0
Aves,Muscicapidae,Eumyias,indigo,23.14,0
Aves,Muscicapidae,Niltava,grandis,30.3,0
Aves,Muscicapidae,Niltava,macgrigoriae,11.95,0
Aves,Muscicapidae,Niltava,davidi,25.15,0
Aves,Muscicapidae,Niltava,sundara,21.1,0
Aves,Muscicapidae,Niltava,sumatrana,25.15,0
Aves,Muscicapidae,Niltava,vivida,33,0
Aves,Muscicapidae,Cyornis,sanfordi,25.14,0
Aves,Muscicapidae,Cyornis,hoevelli,27.25,0
Aves,Muscicapidae,Cyornis,hyacinthinus,31.76,0
Aves,Muscicapidae,Cyornis,concretus,44.82,0
Aves,Muscicapidae,Cyornis,ruckii,36.67,0
Aves,Muscicapidae,Cyornis,herioti,19.62,0
Aves,Muscicapidae,Cyornis,hainanus,26.84,0
Aves,Muscicapidae,Cyornis,pallipes,19,0
Aves,Muscicapidae,Cyornis,poliogenys,36.67,0
Aves,Muscicapidae,Cyornis,unicolor,21,0
Aves,Muscicapidae,Cyornis,rubeculoides,14.2,0
Aves,Muscicapidae,Cyornis,banyumas,14.5,0
Aves,Muscicapidae,Cyornis,lemprieri,21.5,0
Aves,Muscicapidae,Cyornis,superbus,27.25,0
Aves,Muscicapidae,Cyornis,caerulatus,22.49,0
Aves,Muscicapidae,Cyornis,turcosus,21.22,0
Aves,Muscicapidae,Cyornis,tickelliae,16.21,0
Aves,Muscicapidae,Cyornis,rufigastra,18.3,0
Aves,Muscicapidae,Cyornis,omissus,18,0
Aves,Muscicapidae,Muscicapella,hodgsoni,11,0
Aves,Muscicapidae,Culicicapa,ceylonensis,7.7,0
Aves,Muscicapidae,Culicicapa,helianthea,8.4,0
Aves,Timaliidae,Horizorhinus,dohrni,19.33,0
Aves,Muscicapidae,Pogonocichla,stellata,18.6,0
Aves,Muscicapidae,Swynnertonia,swynnertoni,16.04,0
Aves,Muscicapidae,Stiphrornis,erythrothorax,15.6,0
Aves,Muscicapidae,Sheppardia,bocagei,18.3,0
Aves,Muscicapidae,Sheppardia,cyornithopsis,18.36,0
Aves,Muscicapidae,Sheppardia,aequatorialis,16.8,0
Aves,Muscicapidae,Sheppardia,sharpei,14.7,0
Aves,Muscicapidae,Sheppardia,gunningi,17.33,0
Aves,Muscicapidae,Sheppardia,gabela,11,0
Aves,Muscicapidae,Sheppardia,montana,21.8,0
Aves,Muscicapidae,Sheppardia,lowei,18.4,0
Aves,Muscicapidae,Erithacus,rubecula,17.7,0
Aves,Muscicapidae,Erithacus,akahige,17,0
Aves,Muscicapidae,Erithacus,komadori,23.9,0
Aves,Muscicapidae,Luscinia,sibilans,16.7,0
Aves,Muscicapidae,Luscinia,luscinia,23.8,0
Aves,Muscicapidae,Luscinia,megarhynchos,19.6,0
Aves,Muscicapidae,Luscinia,calliope,18.5,0
Aves,Muscicapidae,Luscinia,pectoralis,23.27,0
Aves,Muscicapidae,Luscinia,svecica,17.23,0
Aves,Muscicapidae,Luscinia,ruficeps,18,0
Aves,Muscicapidae,Luscinia,obscura,19.6,0
Aves,Muscicapidae,Luscinia,pectardens,19.6,0
Aves,Muscicapidae,Luscinia,brunnea,17.5,0
Aves,Muscicapidae,Luscinia,cyane,14.8,0
Aves,Muscicapidae,Tarsiger,cyanurus,13.43,0
Aves,Muscicapidae,Tarsiger,chrysaeus,13.8,0
Aves,Muscicapidae,Tarsiger,indicus,14.6,0
Aves,Muscicapidae,Tarsiger,hyperythrus,12,0
Aves,Muscicapidae,Tarsiger,johnstoniae,10.49,0
