Class,Family,Genus,Species,BodyMass,Invader_NZ
Mammal,Soricidae,Crocidura,maurisca,14,0
Mammal,Soricidae,Crocidura,negligens,10.42,0
Mammal,Soricidae,Crocidura,mindorus,18,0
Mammal,Soricidae,Crocidura,nicobarica,28.9,0
Mammal,Soricidae,Crocidura,monax,16,0
Mammal,Soricidae,Crocidura,monticola,6.6,0
Mammal,Soricidae,Crocidura,montis,14.5,0
Mammal,Soricidae,Crocidura,muricauda,10.35,0
Mammal,Soricidae,Crocidura,musseri,10.42,0
Mammal,Soricidae,Crocidura,mutesae,23.91,0
Mammal,Soricidae,Crocidura,religiosa,7,0
Mammal,Soricidae,Crocidura,nanilla,6.5,0
Mammal,Soricidae,Crocidura,polia,10.35,0
Mammal,Soricidae,Crocidura,negrina,11.33,0
Mammal,Soricidae,Crocidura,maxi,7.53,0
Mammal,Soricidae,Crocidura,vosmaeri,10.42,0
Mammal,Soricidae,Crocidura,rapax,10.42,0
Mammal,Soricidae,Crocidura,theresae,17.6,0
Mammal,Soricidae,Crocidura,thomensis,10.35,0
Mammal,Soricidae,Crocidura,trichura,10.42,0
Mammal,Soricidae,Crocidura,turba,14.5,0
Mammal,Soricidae,Crocidura,ultima,16,0
Mammal,Soricidae,Crocidura,usambarae,9.7,0
Mammal,Soricidae,Crocidura,viaria,17,0
Mammal,Soricidae,Crocidura,virgata,10.42,0
Mammal,Soricidae,Crocidura,tenuis,9.43,0
Mammal,Soricidae,Crocidura,vorax,10.42,0
Mammal,Soricidae,Crocidura,telfordi,10.35,0
Mammal,Soricidae,Crocidura,watasei,10.42,0
Mammal,Soricidae,Crocidura,whitakeri,5.5,0
Mammal,Soricidae,Crocidura,wimmeri,23.5,0
Mammal,Soricidae,Crocidura,wuchihensis,4.3,0
Mammal,Soricidae,Crocidura,xantippe,10.35,0
Mammal,Soricidae,Crocidura,yankariensis,5,0
Mammal,Soricidae,Crocidura,zaphiri,10.35,0
Mammal,Soricidae,Crocidura,zarudnyi,6.71,0
Mammal,Soricidae,Crocidura,lucina,10.35,0
Mammal,Soricidae,Crocidura,voi,10.35,0
Mammal,Soricidae,Crocidura,silacea,8,0
Mammal,Soricidae,Crocidura,raineyi,14.5,0
Mammal,Soricidae,Crocidura,ramona,10.42,0
Mammal,Soricidae,Crocidura,zimmeri,14.5,0
Mammal,Soricidae,Crocidura,rhoditis,14,0
Mammal,Soricidae,Crocidura,roosevelti,10.35,0
Mammal,Soricidae,Crocidura,russula,8.2,0
Mammal,Soricidae,Crocidura,selina,10.35,0
Mammal,Soricidae,Crocidura,serezkyensis,10.35,0
Mammal,Soricidae,Crocidura,shantungensis,10.42,0
Mammal,Soricidae,Crocidura,thalia,10.35,0
Mammal,Soricidae,Crocidura,sicula,6.9,0
Mammal,Soricidae,Crocidura,pullata,10.35,0
Mammal,Soricidae,Crocidura,smithii,10.35,0
Mammal,Soricidae,Crocidura,somalica,11.5,0
Mammal,Soricidae,Crocidura,stenocephala,21,0
Mammal,Soricidae,Crocidura,suaveolens,5.19,0
Mammal,Soricidae,Crocidura,susiana,10.35,0
Mammal,Soricidae,Crocidura,tanakae,10.42,0
Mammal,Soricidae,Crocidura,tansaniana,10.35,0
Mammal,Soricidae,Crocidura,tarella,10.35,0
Mammal,Soricidae,Crocidura,tarfayensis,6.5,0
Mammal,Soricidae,Crocidura,sibirica,10.35,0
Mammal,Soricidae,Crocidura,eisentrauti,10.35,0
Mammal,Soricidae,Crocidura,floweri,10.35,0
Mammal,Soricidae,Crocidura,crossei,6.9,0
Mammal,Soricidae,Crocidura,cyanea,9.35,0
Mammal,Soricidae,Crocidura,denti,7,0
Mammal,Soricidae,Crocidura,desperata,10.35,0
Mammal,Soricidae,Crocidura,dhofarensis,5.8,0
Mammal,Soricidae,Crocidura,dolichura,5.7,0
Mammal,Soricidae,Crocidura,congobelgica,10.35,0
Mammal,Soricidae,Crocidura,dsinezumi,10.21,0
Mammal,Soricidae,Crocidura,cinderella,10.35,0
Mammal,Soricidae,Crocidura,elgonius,6.5,0
Mammal,Soricidae,Crocidura,allex,10.35,0
Mammal,Soricidae,Crocidura,aleksandrisi,10.35,0
Mammal,Soricidae,Crocidura,luna,14.5,0
Mammal,Soricidae,Crocidura,lusitania,2,0
Mammal,Soricidae,Crocidura,elongata,17.8,0
Mammal,Soricidae,Crocidura,andamanensis,10.35,0
Mammal,Soricidae,Crocidura,fischeri,10.35,0
Mammal,Soricidae,Crocidura,douceti,4.3,0
Mammal,Soricidae,Crocidura,beatus,10.55,0
Mammal,Soricidae,Crocidura,ansellorum,10.35,0
Mammal,Soricidae,Crocidura,arabica,5.86,0
Mammal,Soricidae,Crocidura,arispa,10.42,0
Mammal,Soricidae,Crocidura,armenica,10.35,0
Mammal,Soricidae,Crocidura,attenuata,14.27,0
Mammal,Soricidae,Crocidura,attila,10.35,0
Mammal,Soricidae,Crocidura,baileyi,10.35,0
Mammal,Soricidae,Crocidura,crenata,6.52,0
Mammal,Soricidae,Crocidura,batesi,15.5,0
Mammal,Soricidae,Crocidura,flavescens,28.49,0
Mammal,Soricidae,Crocidura,beccarii,10.35,0
Mammal,Soricidae,Crocidura,bottegi,3.5,0
Mammal,Soricidae,Crocidura,bottegoides,3.07,0
Mammal,Soricidae,Crocidura,brunnea,10.42,0
Mammal,Soricidae,Crocidura,buettikoferi,10.35,0
Mammal,Soricidae,Crocidura,caliginea,10.35,0
Mammal,Soricidae,Crocidura,canariensis,7.5,0
Mammal,Soricidae,Crocidura,caspica,10.42,0
Mammal,Soricidae,Crocidura,baluensis,16.9,0
Mammal,Soricidae,Crocidura,lanosa,22.6,0
Mammal,Soricidae,Crocidura,hispida,10.35,0
Mammal,Soricidae,Crocidura,horsfieldii,5,0
Mammal,Soricidae,Crocidura,hutanis,10.42,0
Mammal,Soricidae,Crocidura,ichnusae,10.35,0
Mammal,Soricidae,Crocidura,indochinensis,10.42,0
Mammal,Soricidae,Crocidura,jacksoni,7,0
Mammal,Soricidae,Crocidura,jenkinsi,12.6,0
Mammal,Soricidae,Crocidura,jouvenetae,9.79,0
Mammal,Soricidae,Crocidura,katinka,10.42,0
Mammal,Soricidae,Crocidura,erica,10.35,0
Mammal,Soricidae,Crocidura,lamottei,20.5,0
Mammal,Soricidae,Crocidura,hildegardeae,9.5,0
Mammal,Soricidae,Crocidura,latona,10.35,0
Mammal,Soricidae,Crocidura,lea,6.6,0
Mammal,Soricidae,Crocidura,lepidura,10.42,0
Mammal,Soricidae,Crocidura,leucodon,9.82,0
Mammal,Soricidae,Crocidura,levicula,1.77,0
Mammal,Soricidae,Crocidura,littoralis,16,0
Mammal,Soricidae,Crocidura,longipes,19.3,0
Mammal,Soricidae,Crocidura,ludia,5.15,0
Mammal,Soricidae,Crocidura,kivuana,9,0
Mammal,Soricidae,Crocidura,gmelini,10.42,0
Mammal,Soricidae,Crocidura,foxi,19,0
Mammal,Soricidae,Crocidura,fuliginosa,12,0
Mammal,Soricidae,Crocidura,fulvastra,12.67,0
Mammal,Soricidae,Crocidura,fumosa,14.5,0
Mammal,Soricidae,Crocidura,fuscomurina,3.92,0
Mammal,Soricidae,Crocidura,hirta,15.8,0
Mammal,Soricidae,Crocidura,glassi,10.35,0
Mammal,Soricidae,Crocidura,hilliana,10.42,0
Mammal,Soricidae,Crocidura,goliath,54.84,0
Mammal,Soricidae,Crocidura,gracilipes,6.7,0
Mammal,Soricidae,Crocidura,grandiceps,23,0
Mammal,Soricidae,Crocidura,grandis,10.35,0
Mammal,Soricidae,Crocidura,grassei,13.5,0
Mammal,Soricidae,Crocidura,grayi,10.3,0
Mammal,Soricidae,Crocidura,greenwoodi,10.35,0
Mammal,Soricidae,Crocidura,harenna,8.5,0
Mammal,Soricidae,Crocidura,foetida,10.42,0
Mammal,Soricidae,Solisorex,pearsoni,10.3,0
Mammal,Soricidae,Suncus,lixus,4.9,0
Mammal,Soricidae,Suncus,hosei,7.64,0
Mammal,Soricidae,Suncus,fellowesgordoni,7.64,0
Mammal,Soricidae,Suncus,varilla,5,0
Mammal,Soricidae,Suncus,malayanus,5,0
Mammal,Soricidae,Suncus,megalura,5.38,0
Mammal,Soricidae,Suncus,mertensi,7.95,0
Mammal,Soricidae,Suncus,montanus,18,0
Mammal,Soricidae,Suncus,murinus,60.71,0
Mammal,Soricidae,Suncus,etruscus,2.13,0
Mammal,Soricidae,Suncus,stoliczkanus,9.43,0
Mammal,Soricidae,Suncus,infinitesimus,3,0
Mammal,Soricidae,Suncus,zeylanicus,29.8,0
Mammal,Soricidae,Suncus,remyi,1.75,0
Mammal,Soricidae,Suncus,aequatorius,7.15,0
Mammal,Soricidae,Suncus,dayi,9.43,0
Mammal,Soricidae,Suncus,ater,11.1,0
Mammal,Soricidae,Suncus,madagascariensis,3.5,0
Mammal,Soricidae,Diplomesodon,pulchellum,11,0
Mammal,Soricidae,Feroculus,feroculus,36,0
Mammal,Soricidae,Paracrocidura,graueri,11.68,0
Mammal,Soricidae,Paracrocidura,maxima,11.68,0
Mammal,Soricidae,Paracrocidura,schoutedeni,13,0
Mammal,Soricidae,Ruwenzorisorex,suncoides,18.2,0
Mammal,Soricidae,Scutisorex,somereni,91.5,0
Mammal,Soricidae,Sylvisorex,konganensis,5.15,0
Mammal,Soricidae,Sylvisorex,isabellae,9.99,0
Mammal,Soricidae,Sylvisorex,pluvialis,5.83,0
Mammal,Soricidae,Sylvisorex,oriundus,9.99,0
Mammal,Soricidae,Sylvisorex,ollula,13.2,0
Mammal,Soricidae,Sylvisorex,lunaris,18.5,0
Mammal,Soricidae,Sylvisorex,johnstoni,3.17,0
Mammal,Soricidae,Sylvisorex,vulcanorum,3.5,0
Mammal,Soricidae,Sylvisorex,granti,3.8,0
Mammal,Soricidae,Sylvisorex,camerunensis,5.83,0
Mammal,Soricidae,Sylvisorex,howelli,4.32,0
Mammal,Soricidae,Sylvisorex,morio,9.99,0
Mammal,Soricidae,Sorex,caecutiens,5.38,0
Mammal,Soricidae,Sorex,raddei,10,0
Mammal,Soricidae,Sorex,alpinus,7.8,0
Mammal,Soricidae,Sorex,minutus,4.5,0
Mammal,Soricidae,Sorex,maritimensis,6.05,0
Mammal,Soricidae,Sorex,kozlovi,6.05,0
Mammal,Soricidae,Sorex,isodon,9.35,0
Mammal,Soricidae,Sorex,hosonoi,3.25,0
Mammal,Soricidae,Sorex,granarius,6.28,0
Mammal,Soricidae,Sorex,gracillimus,5.06,0
Mammal,Soricidae,Sorex,daphaenodon,6.79,0
Mammal,Soricidae,Sorex,cylindricauda,6.05,0
Mammal,Soricidae,Sorex,cansulus,6.05,0
Mammal,Soricidae,Sorex,buchariensis,4.61,0
Mammal,Soricidae,Sorex,bedfordiae,6.6,0
Mammal,Soricidae,Sorex,antinorii,6.05,0
Mammal,Soricidae,Sorex,araneus,10,0
Mammal,Soricidae,Sorex,arcticus,8.15,0
Mammal,Soricidae,Sorex,arunchi,6.05,0
Mammal,Soricidae,Sorex,asper,7.95,0
Mammal,Soricidae,Sorex,averini,6.05,0
Mammal,Soricidae,Sorex,roboratus,9.12,0
Mammal,Soricidae,Sorex,coronatus,9.6,0
Mammal,Soricidae,Sorex,satunini,7.47,0
Mammal,Soricidae,Sorex,sinalis,9.43,0
Mammal,Soricidae,Sorex,tundrensis,7.73,0
Mammal,Soricidae,Sorex,shinto,6,0
Mammal,Soricidae,Sorex,unguiculatus,9.9,0
Mammal,Soricidae,Sorex,volnuchini,4.61,0
Mammal,Soricidae,Sorex,yukonicus,6.05,0
Mammal,Soricidae,Sorex,samniticus,8.25,0
Mammal,Soricidae,Sorex,excelsus,6.79,0
Mammal,Soricidae,Sorex,lyelli,5,0
Mammal,Soricidae,Sorex,jacksoni,3.5,0
Mammal,Soricidae,Sorex,hoyi,2.58,0
Mammal,Soricidae,Sorex,tenellus,3.75,0
Mammal,Soricidae,Sorex,haydeni,3.5,0
Mammal,Soricidae,Sorex,dispar,5,0
Mammal,Soricidae,Sorex,macrodon,7,0
Mammal,Soricidae,Sorex,leucogaster,4.83,0
Mammal,Soricidae,Sorex,cinereus,4.66,0
Mammal,Soricidae,Sorex,longirostris,3.58,0
Mammal,Soricidae,Sorex,vagrans,5.9,0
Mammal,Soricidae,Sorex,camtschatica,6.05,0
Mammal,Soricidae,Sorex,bendirii,16.1,0
Mammal,Soricidae,Sorex,veraepacis,7.5,0
Mammal,Soricidae,Sorex,bairdi,8.33,0
Mammal,Soricidae,Sorex,gaspensis,2.89,0
Mammal,Soricidae,Sorex,fumeus,7.7,0
Mammal,Soricidae,Sorex,alaskanus,14,0
Mammal,Soricidae,Sorex,ugyunak,3.6,0
Mammal,Soricidae,Sorex,palustris,13.45,0
Mammal,Soricidae,Sorex,pribilofensis,6.05,0
Mammal,Soricidae,Sorex,preblei,3.1,0
Mammal,Soricidae,Sorex,sonomae,8.3,0
Mammal,Soricidae,Sorex,portenkoi,4.83,0
Mammal,Soricidae,Sorex,pacificus,6.71,0
Mammal,Soricidae,Sorex,ornatus,4.99,0
Mammal,Soricidae,Sorex,orizabae,6.05,0
Mammal,Soricidae,Sorex,oreopolus,7,0
Mammal,Soricidae,Sorex,milleri,7,0
Mammal,Soricidae,Sorex,nanus,2.4,0
Mammal,Soricidae,Sorex,monticolus,5.25,0
Mammal,Soricidae,Sorex,neomexicanus,6.05,0
Mammal,Soricidae,Sorex,mirabilis,15,0
Mammal,Soricidae,Sorex,arizonae,2.4,0
Mammal,Soricidae,Sorex,saussurei,4.65,0
Mammal,Soricidae,Sorex,sclateri,7,0
Mammal,Soricidae,Sorex,ventralis,7,0
Mammal,Soricidae,Sorex,merriami,5.9,0
Mammal,Soricidae,Sorex,stizodon,7,0
Mammal,Soricidae,Sorex,emarginatus,7,0
Mammal,Soricidae,Sorex,trowbridgii,3.8,0
Mammal,Soricidae,Sorex,veraecrucis,6.05,0
Mammal,Soricidae,Sorex,minutissimus,2.51,0
Mammal,Soricidae,Sorex,planiceps,6.05,0
Mammal,Soricidae,Sorex,thibetanus,6.05,0
Mammal,Soricidae,Anourosorex,yamashinai,20,0
Mammal,Soricidae,Anourosorex,assamensis,20,0
Mammal,Soricidae,Anourosorex,schmidi,20,0
Mammal,Soricidae,Anourosorex,squamipes,20,0
Mammal,Soricidae,Blarinella,quadraticauda,12.5,0
Mammal,Soricidae,Blarinella,wardi,11.26,0
Mammal,Soricidae,Blarinella,griselda,12.5,0
Mammal,Soricidae,Blarina,brevicauda,28,0
Mammal,Soricidae,Blarina,hylophaga,14.5,0
Mammal,Soricidae,Blarina,carolinensis,13.5,0
Mammal,Soricidae,Blarina,peninsulae,17.63,0
Mammal,Soricidae,Cryptotis,peregrina,7.72,0
Mammal,Soricidae,Cryptotis,mexicana,7,0
Mammal,Soricidae,Cryptotis,montivaga,11.3,0
Mammal,Soricidae,Cryptotis,nelsoni,7.72,0
Mammal,Soricidae,Cryptotis,nigrescens,7.65,0
Mammal,Soricidae,Cryptotis,obscura,7.72,0
Mammal,Soricidae,Cryptotis,merriami,7.72,0
Mammal,Soricidae,Cryptotis,parva,4.98,0
Mammal,Soricidae,Cryptotis,medellinia,7.72,0
Mammal,Soricidae,Cryptotis,peruviensis,7.72,0
Mammal,Soricidae,Cryptotis,phillipsii,7.72,0
Mammal,Soricidae,Cryptotis,squamipes,11,0
Mammal,Soricidae,Cryptotis,tamensis,7.72,0
Mammal,Soricidae,Cryptotis,orophila,7.72,0
Mammal,Soricidae,Cryptotis,thomasi,12.6,0
Mammal,Soricidae,Cryptotis,mera,7.72,0
Mammal,Soricidae,Cryptotis,mayensis,5,0
Mammal,Soricidae,Cryptotis,magna,7,0
Mammal,Soricidae,Cryptotis,hondurensis,5,0
Mammal,Soricidae,Cryptotis,griseoventris,7.72,0
Mammal,Soricidae,Cryptotis,gracilis,7,0
Mammal,Soricidae,Cryptotis,goodwini,7,0
Mammal,Soricidae,Cryptotis,goldmani,8,0
Mammal,Soricidae,Cryptotis,equatoris,7.72,0
Mammal,Soricidae,Cryptotis,endersi,8,0
Mammal,Soricidae,Cryptotis,colombiana,7.72,0
Mammal,Soricidae,Cryptotis,brachyonyx,7.72,0
Mammal,Soricidae,Cryptotis,meridensis,11.57,0
Mammal,Soricidae,Cryptotis,alticola,7.72,0
Mammal,Soricidae,Cryptotis,tropicalis,7.72,0
Mammal,Soricidae,Chimarrogale,hantu,55,0
Mammal,Soricidae,Chimarrogale,himalayica,34.75,0
Mammal,Soricidae,Chimarrogale,phaeura,31,0
Mammal,Soricidae,Chimarrogale,platycephalus,36.32,0
Mammal,Soricidae,Chimarrogale,styani,25.8,0
Mammal,Soricidae,Chimarrogale,sumatrana,27.89,0
Mammal,Soricidae,Chodsigoa,parca,5.49,0
Mammal,Soricidae,Chodsigoa,sodalis,5.49,0
Mammal,Soricidae,Chodsigoa,smithii,5.49,0
Mammal,Soricidae,Chodsigoa,parva,5.49,0
Mammal,Soricidae,Chodsigoa,lamula,5.49,0
Mammal,Soricidae,Chodsigoa,hypsibia,5.49,0
Mammal,Soricidae,Chodsigoa,caovansunga,5.49,0
Mammal,Soricidae,Chodsigoa,salenskii,5.49,0
Mammal,Soricidae,Episoriculus,caudatus,6.95,0
Mammal,Soricidae,Episoriculus,fumidus,6.95,0
Mammal,Soricidae,Episoriculus,leucops,6.95,0
Mammal,Soricidae,Episoriculus,macrurus,6.95,0
Mammal,Soricidae,Nectogale,elegans,32.5,0
Mammal,Soricidae,Neomys,teres,15.13,0
Mammal,Soricidae,Neomys,fodiens,14.3,0
Mammal,Soricidae,Neomys,anomalus,16,0
Mammal,Soricidae,Nesiotites,hidalgo,9.05,0
Mammal,Soricidae,Nesiotites,similis,9.05,0
Mammal,Soricidae,Soriculus,nigrescens,14,0
Mammal,Soricidae,Megasorex,gigas,20,0
Mammal,Soricidae,Notiosorex,cockrumi,4.82,0
Mammal,Soricidae,Notiosorex,evotis,5.28,0
Mammal,Soricidae,Notiosorex,crawfordi,4.39,0
Mammal,Soricidae,Notiosorex,villai,4.82,0
Mammal,Soricidae,Congosorex,polli,10.3,0
Mammal,Soricidae,Congosorex,verheyeni,9.05,0
Mammal,Soricidae,Myosorex,longicaudatus,12.98,0
Mammal,Soricidae,Myosorex,kihaulei,12.1,0
Mammal,Soricidae,Myosorex,eisentrauti,10.35,0
Mammal,Soricidae,Myosorex,cafer,13.4,0
Mammal,Soricidae,Myosorex,blarina,10.35,0
Mammal,Soricidae,Myosorex,okuensis,10.35,0
Mammal,Soricidae,Myosorex,babaulti,10.35,0
Mammal,Soricidae,Myosorex,schalleri,10.35,0
Mammal,Soricidae,Myosorex,sclateri,10.35,0
Mammal,Soricidae,Myosorex,tenuis,10.35,0
Mammal,Soricidae,Myosorex,varius,13.2,0
Mammal,Soricidae,Myosorex,zinki,12.1,0
Mammal,Soricidae,Myosorex,geata,9.35,0
Mammal,Soricidae,Myosorex,rumpii,10.35,0
Mammal,Soricidae,Surdisorex,norae,9,0
Mammal,Soricidae,Surdisorex,polulus,9,0
Mammal,Talpidae,Condylura,cristata,84,0
Mammal,Talpidae,Parascalops,breweri,51,0
Mammal,Talpidae,Scalopus,aquaticus,91.26,0
Mammal,Talpidae,Scapanulus,oweni,36.64,0
Mammal,Talpidae,Scapanus,latimanus,55,0
Mammal,Talpidae,Scapanus,orarius,61.2,0
Mammal,Talpidae,Scapanus,townsendii,141.7,0
Mammal,Talpidae,Desmana,moschata,383,0
Mammal,Talpidae,Galemys,pyrenaicus,60.17,0
Mammal,Talpidae,Neurotrichus,gibbsii,8.9,0
Mammal,Talpidae,Scaptonyx,fusicaudus,19.41,0
Mammal,Talpidae,Euroscaptor,longirostris,59.57,0
Mammal,Talpidae,Euroscaptor,parvidens,59.57,0
Mammal,Talpidae,Euroscaptor,micrura,60.47,0
Mammal,Talpidae,Euroscaptor,grandis,59.57,0
Mammal,Talpidae,Euroscaptor,klossi,59.57,0
Mammal,Talpidae,Euroscaptor,mizura,35.47,0
Mammal,Talpidae,Mogera,imaizumii,65.53,0
Mammal,Talpidae,Mogera,insularis,83.03,0
Mammal,Talpidae,Mogera,tokudae,129.5,0
Mammal,Talpidae,Mogera,uchidai,75.85,0
Mammal,Talpidae,Mogera,wogura,111.5,0
Mammal,Talpidae,Parascaptor,leucura,45.6,0
Mammal,Talpidae,Scaptochirus,moschatus,90.51,0
Mammal,Talpidae,Talpa,altaica,85,0
Mammal,Talpidae,Talpa,stankovici,71.12,0
Mammal,Talpidae,Talpa,romana,92.5,0
Mammal,Talpidae,Talpa,occidentalis,53.5,0
Mammal,Talpidae,Talpa,levantis,90,0
Mammal,Talpidae,Talpa,davidiana,80.28,0
Mammal,Talpidae,Talpa,europaea,77,0
Mammal,Talpidae,Talpa,caeca,92.5,0
Mammal,Talpidae,Talpa,caucasica,90,0
Mammal,Talpidae,Dymecodon,pilirostris,15.46,0
Mammal,Talpidae,Urotrichus,talpoides,45,0
Mammal,Talpidae,Uropsilus,investigator,25.53,0
Mammal,Talpidae,Uropsilus,soricipes,16,0
Mammal,Talpidae,Uropsilus,andersoni,25.53,0
Mammal,Talpidae,Uropsilus,gracilis,25.53,0
Mammal,Pteropodidae,Acerodon,celebensis,390,0
Mammal,Pteropodidae,Acerodon,humilis,462.47,0
Mammal,Pteropodidae,Acerodon,jubatus,1075,0
Mammal,Pteropodidae,Acerodon,leucotis,462.47,0
Mammal,Pteropodidae,Acerodon,mackloti,470.33,0
Mammal,Pteropodidae,Aethalops,aequalis,15,0
Mammal,Pteropodidae,Aethalops,alecto,15,0
Mammal,Pteropodidae,Alionycteris,paucidentata,16.15,0
Mammal,Pteropodidae,Aproteles,bulmerae,600,0
Mammal,Pteropodidae,Balionycteris,maculata,13.36,0
Mammal,Pteropodidae,Casinycteris,argynnis,29.85,0
Mammal,Pteropodidae,Chironax,melanocephalus,16.67,0
Mammal,Pteropodidae,Cynopterus,nusatenggara,36.44,0
Mammal,Pteropodidae,Cynopterus,sphinx,43.66,0
Mammal,Pteropodidae,Cynopterus,titthaecheilus,58.33,0
Mammal,Pteropodidae,Cynopterus,luzoniensis,40.3,0
Mammal,Pteropodidae,Cynopterus,brachyotis,31.15,0
Mammal,Pteropodidae,Cynopterus,horsfieldii,56.01,0
Mammal,Pteropodidae,Cynopterus,minutus,26.45,0
Mammal,Pteropodidae,Dobsonia,magna,465,0
Mammal,Pteropodidae,Dobsonia,viridis,238,0
Mammal,Pteropodidae,Dobsonia,praedatrix,188.68,0
Mammal,Pteropodidae,Dobsonia,peronii,226.51,0
Mammal,Pteropodidae,Dobsonia,pannietensis,267.7,0
Mammal,Pteropodidae,Dobsonia,anderseni,233.99,0
Mammal,Pteropodidae,Dobsonia,minor,78.23,0
Mammal,Pteropodidae,Dobsonia,inermis,149.5,0
Mammal,Pteropodidae,Dobsonia,exoleta,249,0
Mammal,Pteropodidae,Dobsonia,emersa,195.5,0
Mammal,Pteropodidae,Dobsonia,crenulata,218.21,0
Mammal,Pteropodidae,Dobsonia,chapmani,216.03,0
Mammal,Pteropodidae,Dobsonia,beauforti,159.01,0
Mammal,Pteropodidae,Dobsonia,moluccensis,381.44,0
Mammal,Pteropodidae,Dyacopterus,brooksi,78,0
Mammal,Pteropodidae,Dyacopterus,spadiceus,78,0
Mammal,Pteropodidae,Eidolon,dupreanum,283.75,0
Mammal,Pteropodidae,Eidolon,helvum,253.31,0
Mammal,Pteropodidae,Eonycteris,spelaea,58.1,0
Mammal,Pteropodidae,Eonycteris,robusta,78.36,0
Mammal,Pteropodidae,Eonycteris,major,72.75,0
Mammal,Pteropodidae,Epomophorus,angolensis,68.15,0
Mammal,Pteropodidae,Epomophorus,crypturus,95.04,0
Mammal,Pteropodidae,Epomophorus,gambianus,128.87,0
Mammal,Pteropodidae,Epomophorus,grandis,48.58,0
Mammal,Pteropodidae,Epomophorus,labiatus,62.95,0
Mammal,Pteropodidae,Epomophorus,minimus,68.15,0
Mammal,Pteropodidae,Epomophorus,minor,44.76,0
Mammal,Pteropodidae,Epomophorus,wahlbergi,91.58,0
Mammal,Pteropodidae,Epomops,dobsonii,122.08,0
Mammal,Pteropodidae,Epomops,franqueti,118.93,0
Mammal,Pteropodidae,Epomops,buettikoferi,133.84,0
Mammal,Pteropodidae,Pteropus,keyensis,361.25,0
Mammal,Pteropodidae,Pteropus,gilliardorum,406.94,0
Mammal,Pteropodidae,Pteropus,griseus,269,0
Mammal,Pteropodidae,Pteropus,howensis,232.93,0
Mammal,Pteropodidae,Pteropus,hypomelanus,428.14,0
Mammal,Pteropodidae,Pteropus,cognatus,361.25,0
Mammal,Pteropodidae,Pteropus,intermedius,361.25,0
Mammal,Pteropodidae,Pteropus,faunulus,344.76,0
Mammal,Pteropodidae,Pteropus,leucopterus,340,0
Mammal,Pteropodidae,Pteropus,livingstonii,734.27,0
Mammal,Pteropodidae,Pteropus,lombocensis,250.3,0
Mammal,Pteropodidae,Pteropus,loochoensis,361.25,0
Mammal,Pteropodidae,Pteropus,lylei,316.67,0
Mammal,Pteropodidae,Pteropus,macrotis,357,0
Mammal,Pteropodidae,Pteropus,insularis,282.86,0
Mammal,Pteropodidae,Pteropus,fundatus,205.65,0
Mammal,Pteropodidae,Pteropus,alecto,643.57,0
Mammal,Pteropodidae,Pteropus,dasymallus,435,0
Mammal,Pteropodidae,Pteropus,conspicillatus,775.7,0
Mammal,Pteropodidae,Pteropus,mahaganus,251.4,0
Mammal,Pteropodidae,Pteropus,temminckii,361.25,0
Mammal,Pteropodidae,Pteropus,chrysoproctus,710,0
Mammal,Pteropodidae,Pteropus,capistratus,247.5,0
Mammal,Pteropodidae,Pteropus,aldabrensis,305,0
Mammal,Pteropodidae,Pteropus,caniceps,505,0
Mammal,Pteropodidae,Pteropus,brunneus,200,0
Mammal,Pteropodidae,Pteropus,banakrisi,225,0
Mammal,Pteropodidae,Pteropus,aruensis,361.25,0
Mammal,Pteropodidae,Pteropus,anetianus,426,0
Mammal,Pteropodidae,Pteropus,giganteus,804.17,0
Mammal,Pteropodidae,Pteropus,pselaphon,282.86,0
Mammal,Pteropodidae,Pteropus,ualanus,361.25,0
Mammal,Pteropodidae,Pteropus,tuberculatus,282.86,0
Mammal,Pteropodidae,Pteropus,tonganus,418.33,0
Mammal,Pteropodidae,Pteropus,tokudae,152,0
Mammal,Pteropodidae,Pteropus,voeltzkowi,527.5,0
Mammal,Pteropodidae,Pteropus,admiralitatum,299.9,0
Mammal,Pteropodidae,Pteropus,subniger,361.25,0
Mammal,Pteropodidae,Pteropus,seychellensis,457,0
Mammal,Pteropodidae,Pteropus,scapulatus,405.96,0
Mammal,Pteropodidae,Pteropus,samoensis,310,0
Mammal,Pteropodidae,Pteropus,rufus,361,0
Mammal,Pteropodidae,Pteropus,rodricensis,253.83,0
Mammal,Pteropodidae,Pteropus,rennelli,361.25,0
Mammal,Pteropodidae,Pteropus,speciosus,344.76,0
Mammal,Pteropodidae,Pteropus,ornatus,330,0
Mammal,Pteropodidae,Pteropus,melanopogon,860,0
Mammal,Pteropodidae,Pteropus,melanotus,344.76,0
Mammal,Pteropodidae,Pteropus,molossinus,284.21,0
Mammal,Pteropodidae,Pteropus,neohibernicus,966.79,0
Mammal,Pteropodidae,Pteropus,niger,456.25,0
Mammal,Pteropodidae,Pteropus,rayneri,724.5,0
Mammal,Pteropodidae,Pteropus,ocularis,220,0
Mammal,Pteropodidae,Pteropus,pumilus,183.35,0
Mammal,Pteropodidae,Pteropus,pelewensis,361.25,0
Mammal,Pteropodidae,Pteropus,personatus,127.5,0
Mammal,Pteropodidae,Pteropus,pilosus,361.25,0
Mammal,Pteropodidae,Pteropus,pohlei,343,0
Mammal,Pteropodidae,Pteropus,poliocephalus,749.91,0
Mammal,Pteropodidae,Pteropus,mariannus,453.5,0
